iter	Logloss
473	0.4292843202
474	0.4291479359
475	0.4288989729
476	0.4288823145
477	0.4288210799
478	0.4286249283
479	0.4286248534
480	0.4285255274
481	0.4285257147
482	0.428526014
483	0.4285258649
484	0.428512007
485	0.4285120445
486	0.4285007085
487	0.4284995093
488	0.4284995465
489	0.4284995085
490	0.4282559193
491	0.4280386683
492	0.4280385183
493	0.4273221297
494	0.427309948
495	0.4266845849
496	0.4266772455
497	0.4262311031
498	0.4260241658
499	0.4259566059
500	0.4258906964
501	0.4258906959
502	0.425832328
503	0.4257575723
504	0.425742491
505	0.4257424161
506	0.425643077
507	0.4256390355
508	0.4256391108
509	0.4256389232
510	0.425564345
511	0.4255451856
512	0.4252752528
513	0.4251914843
514	0.4251914845
515	0.4251842965
516	0.4249896602
517	0.424989661
518	0.424989511
519	0.4249405208
520	0.4249406709
521	0.4248783593
522	0.4248588168
523	0.4247919641
524	0.4246841832
525	0.4243740304
526	0.4243738812
527	0.4239883995
528	0.42391695
529	0.4238605509
530	0.423860476
531	0.4238289824
532	0.4238289458
533	0.4237563257
534	0.4237336047
535	0.4237270269
536	0.4237199625
537	0.423713836
538	0.4235834426
539	0.4231935061
540	0.4230534568
541	0.4230504633
542	0.4230384028
543	0.4229887811
544	0.4226202222
545	0.4226150833
546	0.4225846308
547	0.4225850061
548	0.422512107
549	0.4221930146
550	0.4219353858
551	0.4215427992
552	0.4213544273
553	0.42122264
554	0.4212225256
555	0.4209062759
556	0.4205563746
557	0.4203312721
558	0.4198868109
559	0.4197867747
560	0.419786999
561	0.4197870734
562	0.4195575614
563	0.4195533617
564	0.4193887169
565	0.4193883066
566	0.4193786644
567	0.4193784775
568	0.4193220355
569	0.4193221477
570	0.4193194889
571	0.4192841317
572	0.4191844605
573	0.4191311795
574	0.4189933076
575	0.4188611677
576	0.4188612052
577	0.4184425881
578	0.4181168789
579	0.4177960227
580	0.4177598498
581	0.4177103007
582	0.4177099636
583	0.4177101503
584	0.4176985019
585	0.4176002988
586	0.4172566557
587	0.4170347209
588	0.4166326627
589	0.4166052297
590	0.4166053803
591	0.4166051924
592	0.4165096415
593	0.4164597374
594	0.416162099
595	0.4161621744
596	0.4161322854
597	0.4157816646
598	0.4157752789
599	0.4157752044
600	0.4157555194
601	0.415755519
602	0.4155290771
603	0.4155146979
604	0.4153423831
605	0.4153159446
606	0.4151080103
607	0.4151080475
608	0.4148438384
609	0.4148268114
610	0.414574861
611	0.4145219187
612	0.4141573423
613	0.4140021504
614	0.4139147853
615	0.4139145601
616	0.4137059642
617	0.4136851501
618	0.413674973
619	0.4136748978
620	0.4136748231
621	0.413581508
622	0.4135816576
623	0.4134363971
624	0.4132575872
625	0.4132575883
626	0.413198179
627	0.4131982914
628	0.4131954624
629	0.4131945161
630	0.4131945542
631	0.4129216967
632	0.4129217722
633	0.4127753732
634	0.4127111425
635	0.412440431
636	0.4122079404
637	0.4120097171
638	0.4119059629
639	0.4119061494
640	0.4118646073
641	0.4118638101
642	0.4118167445
643	0.4117575325
644	0.4117575704
645	0.4115007539
646	0.4112884808
647	0.4112142096
648	0.4110777935
649	0.4110754712
650	0.4110528898
651	0.4110030522
652	0.4107380554
653	0.4107080947
654	0.4107079076
655	0.4107081317
656	0.4107084324
657	0.4105379925
658	0.41053788
659	0.4105359861
660	0.4103803131
661	0.4103672221
662	0.4102432021
663	0.4100465498
664	0.4099896542
665	0.409858329
666	0.4098585911
667	0.4098583299
668	0.4098561337
669	0.4098559691
670	0.4098500864
671	0.4098485269
672	0.4098264538
673	0.4098232331
674	0.4098183647
675	0.4097666815
676	0.4097665319
677	0.4097188286
678	0.4096420765
679	0.4096403552
680	0.4095917427
681	0.4094633849
682	0.4094149694
683	0.4092650761
684	0.4090523176
685	0.4090407118
686	0.4090403366
687	0.4088013862
688	0.4088013104
689	0.4088015356
690	0.4086307623
691	0.4084343773
692	0.4081762649
693	0.4081761899
694	0.4081760774
695	0.4081646267
696	0.4080254638
697	0.4080223558
698	0.4079021671
699	0.4077378702
700	0.4077379451
701	0.4074799093
702	0.4074632323
703	0.4074077475
704	0.40735267
705	0.4073065813
706	0.4071242446
707	0.4071183325
708	0.406877804
709	0.4068593396
710	0.4068594147
711	0.4068594521
712	0.4068381448
713	0.4067593143
714	0.4067569188
715	0.406646463
716	0.4064631533
717	0.4063679268
718	0.4062806281
719	0.4061466915
720	0.4061467669
721	0.4060997636
722	0.4060618316
723	0.4060618316
724	0.4059165627
725	0.4058258465
726	0.4058207195
727	0.4057991667
728	0.4057858439
729	0.4055345805
730	0.4054474722
731	0.405190492
732	0.4051903802
733	0.4048813927
734	0.4048801677
735	0.4048796434
736	0.4047215735
737	0.404508852
738	0.4042074342
739	0.4041568733
740	0.4041566107
741	0.4038822222
742	0.4037629023
743	0.4036676514
744	0.4036676138
745	0.403626604
746	0.4036183079
747	0.4035805184
748	0.4035019921
749	0.4034988375
750	0.4034403416
751	0.4034400422
752	0.4033864918
753	0.4033787382
754	0.4032001562
755	0.4029576572
756	0.4029577694
757	0.4029195315
758	0.4029192695
759	0.4028954332
760	0.4027823873
761	0.4027172633
762	0.4027174127
763	0.4026795931
764	0.4026695512
765	0.4025716342
766	0.4025350513
767	0.4025354265
768	0.4023900473
769	0.4023899354
770	0.4023899727
771	0.4023585768
772	0.4023585767
773	0.4022835516
774	0.4022267034
775	0.4022265901
776	0.4022015736
777	0.402102864
778	0.4020732208
779	0.4019056721
780	0.4019057094
781	0.4018861983
782	0.4017601732
783	0.4017591624
784	0.4016124672
785	0.4015454943
786	0.4014098043
787	0.4011993873
788	0.401060529
789	0.4008472405
790	0.4008472028
791	0.4008459404
792	0.4008382192
793	0.400635238
794	0.4006204723
795	0.4006205467
796	0.4006203597
797	0.4006203596
798	0.4006203597
799	0.400536398
800	0.4005352094
801	0.4003226794
802	0.400322605
803	0.4001082796
804	0.4000203735
805	0.4000204861
806	0.3997947872
807	0.399720426
808	0.3997199764
809	0.3997199764
810	0.3996735373
811	0.3996735371
812	0.3996528408
813	0.3996199957
814	0.3995573479
815	0.3994232153
816	0.3994173733
817	0.3993425031
818	0.3993107349
819	0.3993078523
820	0.3991924535
821	0.3991914876
822	0.3991608078
823	0.3990675424
824	0.3989650377
825	0.3989635068
826	0.3989403245
827	0.3989288468
828	0.3988964514
829	0.398896414
830	0.3988550244
831	0.3987983723
832	0.3987654896
833	0.398706268
834	0.3987063428
835	0.3985622679
836	0.3985590487
837	0.3985262058
838	0.3984760693
839	0.3983463335
840	0.3982975874
841	0.3982643902
842	0.3982629464
843	0.398262871
844	0.3982629833
845	0.3982627589
846	0.3981448173
847	0.3980722755
848	0.3980721639
849	0.3980577946
850	0.3979825131
851	0.3979782452
852	0.3979135695
853	0.3978802176
854	0.3978763328
855	0.3978731877
856	0.3978692938
857	0.3978123076
858	0.3978125321
859	0.3977592711
860	0.3975544876
861	0.3975068153
862	0.3973841559
863	0.3973243181
864	0.397324243
865	0.3971511077
866	0.3970174139
867	0.3969325192
868	0.3968699772
869	0.3968700152
870	0.3968700146
871	0.3968540231
872	0.3968006215
873	0.396693051
874	0.3966932764
875	0.3966933509
876	0.3966933508
877	0.3966933507
878	0.3966926018
879	0.3965794704
880	0.396579507
881	0.3965728974
882	0.3964640866
883	0.3964461633
884	0.3962405408
885	0.3962000223
886	0.396099328
887	0.3960991031
888	0.3959872575
889	0.3959109916
890	0.3958484638
891	0.3956319612
892	0.3955479918
893	0.3955478818
894	0.3955479187
895	0.3955472828
896	0.3955473204
897	0.3955278833
898	0.3954264521
899	0.3952444853
900	0.395088391
901	0.3950759623
902	0.3950761119
903	0.3948656475
904	0.3948236251
905	0.3946923723
906	0.3946710453
907	0.3945156763
908	0.3944140154
909	0.3942642512
910	0.3941727338
911	0.3941353697
912	0.3941269356
913	0.3940561537
914	0.3939358057
915	0.393890183
916	0.3938856103
917	0.393885177
918	0.3938852898
919	0.3938851398
920	0.3937039245
921	0.3936284467
922	0.3936282223
923	0.3936282974
924	0.3935919742
925	0.3935265271
926	0.3934008456
927	0.3932155104
928	0.3930041019
929	0.3930038775
930	0.3930029849
931	0.3930030595
932	0.3929395716
933	0.3929258028
934	0.3929258776
935	0.3929257285
936	0.3929252093
937	0.3928969458
938	0.3928182937
939	0.3928054477
940	0.3927108362
941	0.3926820507
942	0.3926548361
943	0.3926535768
944	0.3926473351
945	0.3925075808
946	0.3925076929
947	0.3924886372
948	0.3923332182
949	0.3923330314
950	0.3921662535
951	0.3920372459
952	0.3920200283
953	0.3920201404
954	0.3919852013
955	0.3919248796
956	0.3919247672
957	0.391924842
958	0.3919248045
959	0.3919203555
960	0.3919153832
961	0.3919145979
962	0.3919145608
963	0.3918647301
964	0.3918523324
965	0.3918523696
966	0.3918512966
967	0.3917102462
968	0.391710321
969	0.391586515
970	0.3915253273
971	0.3914605616
972	0.3914606739
973	0.3914605239
974	0.3914360466
975	0.3914361222
976	0.3914363843
977	0.3914191192
978	0.3913602588
979	0.3913556464
980	0.391344208
981	0.3912817297
982	0.3912142564
983	0.3911593915
984	0.391159354
985	0.3910658338
986	0.3910657963
987	0.3908833125
988	0.3908833879
989	0.3908464029
990	0.3908464025
991	0.3907511414
992	0.3907510661
993	0.390725903
994	0.390644442
995	0.390619383
996	0.3904832413
997	0.3904450867
998	0.390368613
999	0.3903685006
